id,name,coordinate_x,coordinate_y,creationDate,area,population,metersAboveSeaLevel,capital,carCode,government,governor_birthday
446389329,sadsdas,453.0,43543,2024-04-17T13:38:39.271464300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1227631335,sadsdas,453.0,43543,2024-04-17T13:38:39.272463200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1631531737,sadsdas,453.0,43543,2024-04-17T13:38:39.273464100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
468420621,sadsdas,453.0,43543,2024-04-17T13:38:39.274463400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1890002389,sadsdas,453.0,43543,2024-04-17T13:38:39.275463500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
723799292,sadsdas,453.0,43543,2024-04-17T13:38:39.276463500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
404137366,sadsdas,453.0,43543,2024-04-17T13:38:39.277463700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1558482027,sadsdas,453.0,43543,2024-04-17T13:38:39.278463600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
270222576,sadsdas,453.0,43543,2024-04-17T13:38:39.279463800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1020234400,sadsdas,453.0,43543,2024-04-17T13:38:39.280464+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
536844197,sadsdas,453.0,43543,2024-04-17T13:38:39.281465600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
861554648,sadsdas,453.0,43543,2024-04-17T13:38:39.282464700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1516152152,sadsdas,453.0,43543,2024-04-17T13:38:39.283464200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1784028902,sadsdas,453.0,43543,2024-04-17T13:38:39.284463100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1615956138,sadsdas,453.0,43543,2024-04-17T13:38:39.285465300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
385638652,sadsdas,453.0,43543,2024-04-17T13:38:39.286534700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1367528647,sadsdas,453.0,43543,2024-04-17T13:38:39.288716800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
318027120,sadsdas,453.0,43543,2024-04-17T13:38:39.289464700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1001434946,sadsdas,453.0,43543,2024-04-17T13:38:39.291465200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1955487662,sadsdas,453.0,43543,2024-04-17T13:38:39.292463700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1116870859,sadsdas,453.0,43543,2024-04-17T13:38:39.293463500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1980181878,sadsdas,453.0,43543,2024-04-17T13:38:39.294464600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
716098780,sadsdas,453.0,43543,2024-04-17T13:38:39.296968900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1538243783,sadsdas,453.0,43543,2024-04-17T13:38:39.297975200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
864868137,sadsdas,453.0,43543,2024-04-17T13:38:39.298977200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1635076837,sadsdas,453.0,43543,2024-04-17T13:38:39.302975200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1854874929,sadsdas,453.0,43543,2024-04-17T13:38:39.304975600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
488365329,sadsdas,453.0,43543,2024-04-17T13:38:39.306974900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1932843759,sadsdas,453.0,43543,2024-04-17T13:38:39.307975700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1551767460,sadsdas,453.0,43543,2024-04-17T13:38:39.308975300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1746416481,sadsdas,453.0,43543,2024-04-17T13:38:39.309974300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
715229535,sadsdas,453.0,43543,2024-04-17T13:38:39.310974500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
400793621,sadsdas,453.0,43543,2024-04-17T13:38:39.311975800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1571346161,sadsdas,453.0,43543,2024-04-17T13:38:39.312974900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1680692907,sadsdas,453.0,43543,2024-04-17T13:38:39.314975700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1295553974,sadsdas,453.0,43543,2024-04-17T13:38:39.315975800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
2031185871,sadsdas,453.0,43543,2024-04-17T13:38:39.316975900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
753831146,sadsdas,453.0,43543,2024-04-17T13:38:39.317976600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1595166921,sadsdas,453.0,43543,2024-04-17T13:38:39.318537300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1075153321,sadsdas,453.0,43543,2024-04-17T13:38:39.319542200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
663074674,sadsdas,453.0,43543,2024-04-17T13:38:39.320543600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
169688104,sadsdas,453.0,43543,2024-04-17T13:38:39.321543600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1399721958,sadsdas,453.0,43543,2024-04-17T13:38:39.322542600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1418083266,sadsdas,453.0,43543,2024-04-17T13:38:39.323543100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
252027904,sadsdas,453.0,43543,2024-04-17T13:38:39.324542500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1931877254,sadsdas,453.0,43543,2024-04-17T13:38:39.325543400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
950525501,sadsdas,453.0,43543,2024-04-17T13:38:39.326543400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1725919772,sadsdas,453.0,43543,2024-04-17T13:38:39.326543400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1616686162,sadsdas,453.0,43543,2024-04-17T13:38:39.328049300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1083844095,sadsdas,453.0,43543,2024-04-17T13:38:39.330055+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
765571407,sadsdas,453.0,43543,2024-04-17T13:38:39.331054900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1207089678,sadsdas,453.0,43543,2024-04-17T13:38:39.332054700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
208360417,sadsdas,453.0,43543,2024-04-17T13:38:39.334054500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
204244661,sadsdas,453.0,43543,2024-04-17T13:38:39.336054400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
420999873,sadsdas,453.0,43543,2024-04-17T13:38:39.337056+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1233438978,sadsdas,453.0,43543,2024-04-17T13:38:39.338054200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1260589104,sadsdas,453.0,43543,2024-04-17T13:38:39.339055600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1674085134,sadsdas,453.0,43543,2024-04-17T13:38:39.340055500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1839905999,sadsdas,453.0,43543,2024-04-17T13:38:39.342054900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1110431843,sadsdas,453.0,43543,2024-04-17T13:38:39.343055400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1083890394,sadsdas,453.0,43543,2024-04-17T13:38:39.345054800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1539351801,sadsdas,453.0,43543,2024-04-17T13:38:39.346054400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
2025989233,sadsdas,453.0,43543,2024-04-17T13:38:39.348054100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
455249588,sadsdas,453.0,43543,2024-04-17T13:38:39.349054500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1431738932,sadsdas,453.0,43543,2024-04-17T13:38:39.350143+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
905381711,sadsdas,453.0,43543,2024-04-17T13:38:39.351055600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
699321097,sadsdas,453.0,43543,2024-04-17T13:38:39.353054700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
2137204670,sadsdas,453.0,43543,2024-04-17T13:38:39.355054300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
370420382,sadsdas,453.0,43543,2024-04-17T13:38:39.357055900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
515556948,sadsdas,453.0,43543,2024-04-17T13:38:39.359054800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1658819013,sadsdas,453.0,43543,2024-04-17T13:38:39.362569300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
298298850,sadsdas,453.0,43543,2024-04-17T13:38:39.365568+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
630420075,sadsdas,453.0,43543,2024-04-17T13:38:39.367567800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
680834652,sadsdas,453.0,43543,2024-04-17T13:38:39.369567600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1970858135,sadsdas,453.0,43543,2024-04-17T13:38:39.371568300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
399455884,sadsdas,453.0,43543,2024-04-17T13:38:39.376576800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1014729322,sadsdas,453.0,43543,2024-04-17T13:38:39.378583+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
779985546,sadsdas,453.0,43543,2024-04-17T13:38:39.380582700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1168626382,sadsdas,453.0,43543,2024-04-17T13:38:39.381649200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1360344008,sadsdas,453.0,43543,2024-04-17T13:38:39.383600800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1331012881,sadsdas,453.0,43543,2024-04-17T13:38:39.385601+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1914336692,sadsdas,453.0,43543,2024-04-17T13:38:39.387601600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1666341713,sadsdas,453.0,43543,2024-04-17T13:38:39.391241200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1951861998,sadsdas,453.0,43543,2024-04-17T13:38:39.393751+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1899429445,sadsdas,453.0,43543,2024-04-17T13:38:39.395751500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
96391010,sadsdas,453.0,43543,2024-04-17T13:38:39.400162100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
417911416,sadsdas,453.0,43543,2024-04-17T13:38:39.404677900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
219500665,sadsdas,453.0,43543,2024-04-17T13:38:39.407683800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
230538697,sadsdas,453.0,43543,2024-04-17T13:38:39.409684400+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1446815477,sadsdas,453.0,43543,2024-04-17T13:38:39.411685200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
79089543,sadsdas,453.0,43543,2024-04-17T13:38:39.413683900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
853340406,sadsdas,453.0,43543,2024-04-17T13:38:39.415686200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1259951680,sadsdas,453.0,43543,2024-04-17T13:38:39.416685900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
923778789,sadsdas,453.0,43543,2024-04-17T13:38:39.420121800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1304989640,sadsdas,453.0,43543,2024-04-17T13:38:39.421129200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1515855640,sadsdas,453.0,43543,2024-04-17T13:38:39.423127600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
597002976,sadsdas,453.0,43543,2024-04-17T13:38:39.425321800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1314769443,sadsdas,453.0,43543,2024-04-17T13:38:39.427323500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
870903108,sadsdas,453.0,43543,2024-04-17T13:38:39.432323700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
261976808,sadsdas,453.0,43543,2024-04-17T13:38:39.434322300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
774366645,sadsdas,453.0,43543,2024-04-17T13:38:39.435322700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1236288925,sadsdas,453.0,43543,2024-04-17T13:38:39.437322200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1007011613,sadsdas,453.0,43543,2024-04-17T13:38:39.439326+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1368733209,sadsdas,453.0,43543,2024-04-17T13:38:39.441322600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
695339151,sadsdas,453.0,43543,2024-04-17T13:38:39.442322700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
643508192,sadsdas,453.0,43543,2024-04-17T13:38:39.444322800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
722228619,sadsdas,453.0,43543,2024-04-17T13:38:39.445326500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
197640570,sadsdas,453.0,43543,2024-04-17T13:38:39.447322300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1093132938,sadsdas,453.0,43543,2024-04-17T13:38:39.448323100+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
424913111,sadsdas,453.0,43543,2024-04-17T13:38:39.450322900+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
380404593,sadsdas,453.0,43543,2024-04-17T13:38:39.451322600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1643708292,sadsdas,453.0,43543,2024-04-17T13:38:39.452322200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1903129656,sadsdas,453.0,43543,2024-04-17T13:38:39.453828600+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
736920497,sadsdas,453.0,43543,2024-04-17T13:38:39.455842800+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
2097809307,sadsdas,453.0,43543,2024-04-17T13:38:39.456835300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1890862611,sadsdas,453.0,43543,2024-04-17T13:38:39.457835700+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1732275309,sadsdas,453.0,43543,2024-04-17T13:38:39.459836500+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1637954785,sadsdas,453.0,43543,2024-04-17T13:38:39.461838300+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
1540593559,sadsdas,453.0,43543,2024-04-17T13:38:39.463836200+03:00[Europe/Moscow],43,43,34.0,true,null,CORPORATOCRACY,1111-11-11T11:11:11
